"AQI_NO2","NO2.GT.","RH","CO.GT.","T","C6H6.GT.","NOx.GT."
101.630180051443,146,54.5,4.4,22.6,26.7,624
101.784224064018,157,47.1,4,24.6,23.6,546
101.798228065161,158,48.3,4.5,24.9,26.4,597
102.036296084596,175,50,5.3,24.9,30.9,688
101.910260074307,166,55,5.8,24,32.8,760
102.204344098314,187,58.7,8.4,23.2,45.9,918
102.106316090312,180,61.5,9.5,22.5,52.1,952
101.462132037725,134,61,6.2,22.2,36.6,685
101.364104029723,127,58.3,5,22.6,24,561
94.6739130434783,95,57.4,2.1,21,9.8,239
77.6304347826087,79,63.7,1.4,19.8,7.9,175
76.5652173913043,78,78.8,1.6,17.7,7.5,169
78.695652173913,80,80.5,2,17.6,9.2,215
64.8478260869565,67,81.3,1.2,17.4,5.7,115
58.4565217391304,61,81,0.8,17.4,4.4,94
53.1304347826087,56,81.3,0.7,16.8,5.1,132
65.9130434782609,68,78.8,1.7,17.6,10.5,295
101,101,75.7,3.4,18,20.6,517
101.252072020577,119,74.8,4.9,18,28.5,555
101.098028008002,108,74,2.7,18.2,12.7,429
101.434124035439,132,65.4,3.2,19.7,16.1,561
101.406116033152,130,57.9,2.7,21,14.9,427
101.392112032009,129,58.6,3.2,20.7,16.8,445
101.224064018291,117,67.1,4.1,19.5,21.8,538
101.252072020577,119,76.2,3.6,18.5,18.6,556
101.168048013718,113,69.7,2.8,19.6,14.5,370
101.014004001143,102,65.3,2.1,19.9,13.4,257
101,101,63.3,2.4,20,15.8,266
101.210060017148,116,66.4,3.6,19.2,20.7,403
101,101,67.5,2.6,19.3,16.6,275
93.6086956521739,94,71.4,2.8,18.2,15.3,338
73.3695652173913,75,71.2,1.4,17.8,8,176
66.9782608695652,69,69.9,1.1,17.6,5.8,159
57.3913043478261,60,75.9,1.3,16,7,147
55.2608695652174,58,72,0.9,16.9,4.5,99
48.1132075471698,51,76.3,1,15.7,5.2,98
42.4528301886792,45,78.7,0.9,14.8,4.4,109
45.2830188679245,48,78,0.8,15.2,5.2,163
58.4565217391304,61,77.2,1.6,15.5,10,326
87.2173913043478,88,76.4,3.4,15.7,20,640
101.014004001143,102,76.4,4.4,16,25.8,736
96.804347826087,97,73.8,3.5,16.7,20,667
101.210060017148,116,66.3,3.4,18.6,20.6,677
101.154044012575,112,58.1,2.4,20.4,12.2,425
101,101,57.3,2.3,20.6,13.1,349
98.9347826086957,99,53.6,2.6,21.6,14.5,332
101.168048013718,113,55.6,2.9,21.4,17.5,412
101.294084024007,122,63,4.4,20.7,25.9,631
101.532152043441,139,61.9,5,21.3,26.6,677
101.672192054873,149,64,6.5,20.8,35.3,761
101.490140040011,136,66.7,5.9,20.3,28.2,650
101.028008002286,103,64.5,2.7,19.7,14.2,262
101.154044012575,112,64,2.5,19.4,12.4,292
87.2173913043478,88,60.8,1.5,20.1,6.6,177
60.5869565217391,63,60.4,1,20.4,4.8,103
66.9782608695652,69,62.6,1.2,20.1,5.4,127
62.7173913043478,65,64.9,1,19.9,4.3,119
47.1698113207547,50,74.7,0.8,18.2,2.9,83
40.5660377358491,43,73.8,0.6,18.4,2.5,65
66.9782608695652,69,76.4,1.1,18.5,6.1,200
90.4130434782609,91,71.6,1.3,19.3,7.7,242
101.140040011432,111,66.9,2.9,20.2,15.9,366
101.322092026293,124,64.7,3.7,20.8,22.8,404
101.252072020577,119,61.8,3,21.9,16.6,429
75.5,77,57.7,1.4,23.5,8.4,169
101,101,81,2.6,19.8,13.9,419
101.210060017148,116,86.5,4.2,20.2,24.9,603
101.504144041155,137,82.2,5.1,20.2,22.4,589
101.868248070877,163,82.2,5.5,19.7,26.1,706
101.602172049157,144,79.1,4.5,20.2,18.1,592
101.238068019434,118,75.4,2.7,20.1,13.9,305
101.476136038868,135,72.3,3.1,20.2,18.5,371
101.392112032009,129,73.3,4.2,20,20.9,465
101.378108030866,128,74.9,3.1,18.3,12.9,390
101.028008002286,103,70.4,1.7,18.9,6.7,227
101.210060017148,116,76.3,1.8,17.3,7,284
94.6739130434783,95,77.9,1.7,17.1,7.3,211
101.084024006859,107,79.3,2.1,17.3,9.1,297
101.098028008002,108,79.9,2.4,17.3,9.9,351
93.6086956521739,94,80.6,1.8,16.9,6.9,259
82.9565217391304,84,81.4,1.5,16.9,6.5,214
74.4347826086957,76,79.7,1,16.7,5.4,192
80.8260869565217,82,79,1.4,16.8,7.8,237
93.6086956521739,94,79.8,2.4,16.8,13.6,413
101.014004001143,102,79.9,3.1,16.9,15.4,455
101.070020005716,106,79.3,3,17.4,14.4,493
101.098028008002,108,76.6,2.7,18,14.3,482
101.714204058302,152,64.4,4,21.2,20.3,599
101.826236067448,160,60.8,3.7,22.4,18.7,481
101.448128036582,133,61.1,3.4,22.6,17.3,406
101.644184052586,147,57.3,3.4,23.6,16.9,419
101.476136038868,135,58.3,3.2,23.5,16.4,387
101.476136038868,135,61.6,3.9,22.9,19.1,461
101.392112032009,129,64.3,3.7,22.3,18.7,493
101.224064018291,117,68,4.3,21.6,22.4,532
101.210060017148,116,67.4,4.9,21.2,25.3,581
101.112032009145,109,65.8,4,20.8,17.7,494
95.7391304347826,96,64.8,2.8,20.4,13.8,392
89.3478260869565,90,66.7,2.4,20.1,10.2,311
80.8260869565217,82,70,1.9,19.5,8.6,236
85.0869565217391,86,70.4,2,19.3,7.9,270
70.1739130434783,72,68.6,1.5,19.7,5.7,199
58.4565217391304,61,68.2,1.3,19.7,6.4,146
34.9056603773585,37,71.3,0.5,18.9,2.1,55
29.2452830188679,31,79,0.4,18.1,1.2,43
28.3018867924528,30,71.2,0.4,20.4,1.4,46
38.6792452830189,41,70.7,0.9,20.6,4.6,139
61.6521739130435,64,74.1,1.3,19.3,5.7,169
72.304347826087,74,64.4,2.1,22.2,10.6,254
75.5,77,64.6,2.4,23,11,303
81.8913043478261,83,57.4,2,24.3,8.6,259
69.1086956521739,71,67,1.8,22,8.8,226
59.5217391304348,62,65.7,1.5,22.9,7.5,161
59.5217391304348,62,63.9,1.6,23.2,11.6,182
77.6304347826087,79,62.3,2.2,23,10.1,289
92.5434782608696,93,63.2,2.3,22.4,10.8,340
101.070020005716,106,66.6,6.6,21.7,30.3,544
100,100,70.3,4.7,21.2,22.4,543
88.2826086956522,89,70.9,4.1,20.8,20.6,501
81.8913043478261,83,73.2,4.1,20,17.5,521
74.4347826086957,76,73.7,2.7,19.7,13.9,352
65.9130434782609,68,72.6,2.6,19.9,13.6,321
66.9782608695652,69,71.3,3.2,20.1,15.9,318
75.5,77,71.1,3.7,20.1,17.8,338
65.9130434782609,68,73.2,3.5,19.6,16.7,353
46.2264150943396,49,78.1,2.7,18.4,15,279
42.4528301886792,45,74.7,1.8,19.2,9.6,200
48.1132075471698,51,75.1,1.3,19.4,7.8,180
48.1132075471698,51,75.6,1.5,19.1,8.7,213
59.5217391304348,62,71.1,1.9,20.3,9.8,266
72.304347826087,74,61.3,2.2,23.1,12.4,247
87.2173913043478,88,56,2.6,25.1,13.9,326
89.3478260869565,90,56.1,2.7,25.8,12.5,319
90.4130434782609,91,68.2,2.5,23.7,10.9,320
61.6521739130435,64,70.8,1.5,23.1,6.5,174
70.1739130434783,72,66.3,2,23.9,9.4,216
87.2173913043478,88,65,3.1,23.8,15.3,376
101.126036010289,110,65.6,3.7,23.2,16.4,496
94.6739130434783,95,72.7,4,21.8,19.8,523
90.4130434782609,91,67.3,4.1,21.7,15.8,465
93.6086956521739,94,66.3,3.1,21.3,14.5,407
85.0869565217391,86,71.6,3.2,20.4,14.7,412
77.6304347826087,79,75.3,3.2,19.6,15.3,403
69.1086956521739,71,75.8,2.7,19.3,13,357
59.5217391304348,62,76.3,2.3,18.4,10.5,259
53.1304347826087,56,76.4,1.6,18.2,7.6,227
46.2264150943396,49,74.8,1.1,17.9,4.8,147
33.0188679245283,35,73.2,0.6,17.6,2.7,96
34.9056603773585,37,69.3,0.5,17.9,3,73
53.1304347826087,56,76.3,1.5,16.1,8.7,309
84.0217391304348,85,72.8,3.4,17.1,20.7,607
101.154044012575,112,57.9,4.4,20.8,25.2,562
101.084024006859,107,60.2,4.4,20.6,23.6,560
101.700200057159,151,56.6,5.8,22.1,32.9,844
101.700200057159,151,50,4.9,24,25.6,667
101.686196056016,150,45.6,5.1,25.7,31.2,583
102.246356101743,190,49.7,7.5,25.5,37.9,726
101.938268076593,168,50.6,5.8,25.2,32.3,674
101.364104029723,127,50.7,5.9,25.4,31.5,544
101.546156044584,140,56,6.8,24.4,38,715
101.798228065161,158,62.1,7.9,23,44.1,789
101.280080022864,121,65.3,8,21.8,44.9,737
101.252072020577,119,67.5,9.2,20.9,48.2,859
95.7391304347826,96,68.6,5.9,20.2,29.1,668
75.5,77,70.8,3.7,19.3,19.1,454
63.7826086956522,66,68.8,2.6,19.2,13.9,337
53.1304347826087,56,61.1,1.1,20.4,6.8,127
59.5217391304348,62,71.5,2.6,18,13.2,281
55.2608695652174,58,73.2,2.2,17.5,10.7,252
33.0188679245283,35,71.9,0.5,16.8,2.7,69
47.1698113207547,50,70.5,0.7,16.9,4.3,151
61.6521739130435,64,70.1,1.3,17,8,231
73.3695652173913,75,62.5,2.2,18.8,15.5,297
101,101,58.4,3.7,20.3,23.8,515
93.6086956521739,94,49.1,3.7,23.7,21,499
94.6739130434783,95,42.8,3.4,26.6,19.3,445
101.322092026293,124,43.5,3.4,26.2,19.7,464
85.0869565217391,86,43.6,2.6,26.3,13.2,298
77.6304347826087,79,42.5,2.5,26.6,13,266
86.1521739130435,87,43.7,2.5,26.3,12.9,323
93.6086956521739,94,46.2,2.7,25.6,15.1,352
101.084024006859,107,47.6,3.2,25.1,16.3,372
101.084024006859,107,51.4,3.7,23.8,20.5,383
101.224064018291,117,53.1,4.6,23.3,24.4,455
96.804347826087,97,55.2,3.3,22.4,18.7,355
89.3478260869565,90,57.7,2.4,21.7,12.7,267
85.0869565217391,86,63,2.8,20.5,15.6,308
75.5,77,67.6,2.7,19.5,14.2,313
63.7826086956522,66,69,1.8,18.7,9.9,216
54.195652173913,57,65.5,1.1,19.3,6.3,137
52.0652173913044,55,70.8,1.2,17.6,5.2,140
37.7358490566038,40,68.1,0.6,17.8,2.9,94
37.7358490566038,40,73.5,0.5,16.1,2.6,79
43.3962264150943,46,73.5,0.7,15.8,4.7,156
50,53,68,0.8,17,5.1,153
82.9565217391304,84,72.2,3.5,16,22.2,464
87.2173913043478,88,65.4,3.6,17.8,23.3,435
101.980280080023,171,61.1,8.7,23.1,47.5,1014
101.322092026293,124,63.7,5.8,22.2,33,633
96.804347826087,97,66.1,4.3,21.1,27.2,485
91.4782608695652,92,69,3.6,20,21.8,480
95.7391304347826,96,72,3.9,19.1,21.3,572
72.304347826087,74,70.6,2.4,18.8,13.3,345
62.7173913043478,65,69.5,1.6,18.5,8.8,195
59.5217391304348,62,68.5,1.8,18.4,9.2,213
56.3260869565217,59,73.3,1.5,16.8,7.6,216
38.6792452830189,41,71,0.5,16.5,2.8,73
35.8490566037736,38,67.9,0.4,16.9,2.2,67
40.5660377358491,43,69.3,0.5,16.1,3.4,96
49.0566037735849,52,69.6,0.8,16.1,5.7,162
73.3695652173913,75,70.1,2,16.2,16.3,305
101.238068019434,118,69.3,6.2,16.5,37.9,725
101.35010002858,126,58.3,4.5,19.6,25.5,658
101.700200057159,151,55.5,4.6,20.7,24.2,710
101.084024006859,107,56.3,3.3,20.8,20.9,445
101.182052014861,114,53.1,3.6,21.7,22.1,455
101.336096027436,125,49,4.4,23,25,524
101.518148042298,138,44,4.3,24.2,26.4,527
101.602172049157,144,43.6,5,24.7,29.8,601
102.106316090312,180,54.2,8.1,23,45,1001
101.742212060589,154,60.9,8,21.4,42.8,852
101.056016004573,105,61.4,3.6,20.3,22.4,370
97.8695652173913,98,63.2,2.9,20,15.9,348
92.5434782608696,93,64.4,2.7,19.1,14.3,361
74.4347826086957,76,67.5,1.9,18.1,10.7,255
66.9782608695652,69,66.9,1.3,17.8,7.6,162
63.7826086956522,66,66.5,1.2,17.6,6.7,166
74.4347826086957,76,71.2,1.8,16.1,9,247
71.2391304347826,73,73.3,1.9,15.5,9,255
51,54,70.8,0.9,15.6,4.3,129
41.5094339622642,44,64.5,0.5,17,2.8,83
42.4528301886792,45,72.3,0.6,14.9,3.7,114
55.2608695652174,58,76.6,1.1,14,6.3,233
86.1521739130435,87,74.2,2.8,14.6,14.5,448
96.804347826087,97,69.8,2.9,15.9,16.4,455
78.695652173913,80,61.3,1.7,18.4,10.9,254
80.8260869565217,82,56.7,2.3,20,14.1,313
101.154044012575,112,57,3.3,20.4,17.1,490
101.280080022864,121,59.3,3.5,20.7,19.4,496
101.434124035439,132,54.8,3.8,21.7,20.9,514
101.560160045727,141,54.2,3.4,22,17.7,454
101.406116033152,130,57.1,3.8,21.4,19.8,507
101.168048013718,113,58.7,3.6,20.8,19.5,474
101,101,59.6,3.5,20.1,17,404
90.4130434782609,91,58.4,2.8,20,14.6,356
89.3478260869565,90,58.9,2.5,19.5,12,345
89.3478260869565,90,57.4,3.1,19.5,13.3,395
81.8913043478261,83,59.2,1.8,19.1,7.9,249
71.2391304347826,73,59.1,1.6,18.8,7.9,197
78.695652173913,80,60.4,1.9,18,7.5,224
86.1521739130435,87,60.7,2,17.5,8.4,231
77.6304347826087,79,59.4,1.4,17.5,6.9,177
39.622641509434,42,49.8,0.7,16.1,2.1,64
29.2452830188679,31,51.5,0.4,15.5,1.5,44
33.0188679245283,35,52,0.4,15.1,1.2,53
48.1132075471698,51,46.8,0.5,14.9,1.6,94
55.2608695652174,58,42.4,0.7,15.5,1.9,100
54.195652173913,57,38.2,0.7,16.6,2,98
60.5869565217391,63,34.7,0.7,18,2.7,115
58.4565217391304,61,35.1,1,18,3.6,115
32.0754716981132,34,33.8,1,17.6,3.7,76
24.5283018867925,26,33.7,0.9,17.5,3.9,55
26.4150943396226,28,33.9,0.9,17.2,3.8,59
47.1698113207547,50,32.1,0.9,16.8,3.4,95
52.0652173913044,55,34.1,1.1,16,4,107
82.9565217391304,84,37.5,3.2,14.8,14.3,189
101.546156044584,140,39.2,3.1,14.4,10.5,386
101.518148042298,138,43,3.1,14.1,12.2,412
101.364104029723,127,48.4,2.3,13.4,11.4,342
101.224064018291,117,51.2,1.8,12.7,7.3,255
54.195652173913,57,71.4,0.8,9.9,2.4,89
56.3260869565217,59,71.6,0.9,10.2,2.7,106
59.5217391304348,62,61.3,0.8,10.6,2.5,109
39.622641509434,42,55.6,0.7,11.1,1.7,67
12.2641509433962,13,49.5,0.2,11.3,0.3,13
16.9811320754717,18,50.9,0.2,10.8,0.4,20
24.5283018867925,26,50.1,0.3,10.9,0.6,33
70.1739130434783,72,49.7,0.7,10.8,2.1,146
101.420120034296,131,50.4,1.7,10.7,7.4,359
101.448128036582,133,50,1.8,10.9,5.9,322
101.210060017148,116,46.5,1.5,12.1,4.8,293
101.224064018291,117,44.1,1.3,12.4,4.5,255
101.028008002286,103,40.1,1.2,13,5.1,233
100,100,36.3,1.3,13.4,6,220
101.056016004573,105,38.5,1.8,13.1,10,246
101.280080022864,121,46.4,1.7,11.5,7.8,272
101.434124035439,132,40.4,2.2,13.1,11.2,358
101.770220062875,156,39.3,3.2,13,17,514
102.148328093741,183,50.9,5.9,11.3,31,742
27.3584905660377,29,64.5,0.2,8,0.5,32
24.5283018867925,26,68.6,0.2,8.1,0.5,29
36.7924528301887,39,84.8,0.3,6.3,0.9,48
70.1739130434783,72,79.8,0.5,6.7,1.6,113
101.378108030866,128,77.9,1.4,7.1,5.8,267
101.672192054873,149,73.5,2,7.9,9.5,332
101.896256073164,165,86,1.6,6.9,6.7,354
101.686196056016,150,87.1,1.3,6.8,4.4,316
101.896256073164,165,81.6,1.4,8,6.8,395
102.036296084596,175,70,1.9,9.5,7.8,391
101.6161760503,145,62.2,2.7,10.5,10.8,457
97.8695652173913,98,59.1,2.1,11.4,9.8,448
101.056016004573,105,58.6,2.4,11.1,11.3,543
101.070020005716,106,57.6,2.7,10.8,12.3,574
101.560160045727,141,56.9,2.5,10.6,12.6,435
102.064304086882,177,59.3,3.7,10.6,17,504
102.134324092598,182,71.5,4.6,10,21.4,586
102.288368105173,193,71.1,3.9,10.3,15.3,580
101.65818805373,148,70.3,2.2,10.5,9.9,346
101.92426407545,167,71.3,2.7,10.2,13.4,531
101.798228065161,158,73.1,2.6,9.7,11.2,477
101.434124035439,132,73.5,2.1,9.3,9.4,344
96.804347826087,97,73.9,1.4,9.2,6.6,219
72.304347826087,74,81.2,1.1,7.6,5.4,174
65.9130434782609,68,81.5,1.1,7.5,5.3,165
88.2826086956522,89,77.2,1.1,8.3,6.1,250
101.224064018291,117,75.6,1.5,8.9,8.1,388
102.246356101743,190,81.7,3.1,9.2,17.3,758
102.54044012575,211,83.4,6.8,9.9,32.3,1247
102.246356101743,190,82.3,5.4,10.2,24.1,1110
102.302372106316,194,80.7,4.5,11.2,21,1145
102.526436124607,210,76.1,3,11.8,12.7,720
102.372392112032,199,71.3,2.8,12.5,13.6,557
102.078308088025,178,68.4,3.9,13.2,18,678
102.162332094884,184,73.2,3.4,12.5,14.3,659
102.190340097171,186,75.7,3.2,12.2,13.7,552
101.938268076593,168,78.1,2.8,11.5,11.2,395
102.204344098314,187,76,3.9,11.6,16.5,573
101.910260074307,166,73.3,3.5,12,16.1,463
102.064304086882,177,68.8,4.7,12.9,20.6,568
102.484424121177,207,69.6,4.6,13.1,16.8,706
101.182052014861,114,73.4,1.2,12.3,4.8,193
82.9565217391304,84,71,1.1,12.7,4,151
91.4782608695652,92,69.9,1.2,12.9,4.5,167
101.140040011432,111,70.5,1.6,12.9,5.4,239
69.1086956521739,71,67.7,0.7,13.1,2.4,102
47.1698113207547,50,64.4,0.6,13.7,1.7,71
50,53,63.8,0.5,13.9,1.7,79
64.8478260869565,67,64.5,0.6,14.1,2.3,117
101.168048013718,113,66.1,1.4,14,5.7,266
101.546156044584,140,66.4,2,14.2,7.9,340
101.210060017148,116,62.5,1.6,14.9,6.4,257
101.294084024007,122,58.4,1.6,16.3,6.9,311
101.210060017148,116,56.5,1.7,16.9,6.7,279
101.238068019434,118,55.8,2,17.4,8.7,267
101.336096027436,125,57.3,2.3,17.4,9.9,310
101.35010002858,126,55.5,2.4,17.7,11.4,352
101.476136038868,135,58.9,2.2,16.8,9.8,337
101.546156044584,140,57.5,2.6,17,12.9,358
101.868248070877,163,60.2,4,16.2,16.6,547
102.078308088025,178,58,5.2,16.7,20.8,600
101.826236067448,160,58.8,3.9,16.5,18.8,470
101.910260074307,166,61.1,3.8,15.8,12.6,522
101.196056016005,115,60.8,1.6,15.7,5.9,208
101.084024006859,107,59.6,1.5,15.9,6.1,205
101.098028008002,108,60,1.6,15.6,5,217
101.140040011432,111,60.1,1.5,15.6,4.9,216
73.3695652173913,75,59.5,1,15.7,2.7,117
87.2173913043478,88,61.7,1.3,15.6,5,174
69.1086956521739,71,59.9,1,15.8,3.7,111
73.3695652173913,75,61.8,1,15.2,3.8,147
85.0869565217391,86,55.4,0.9,16.1,3.3,140
101.322092026293,124,64.1,2.1,14.9,9.7,421
101.378108030866,128,62,2.1,15.6,10.7,350
101.882252072021,164,54.6,3.1,17.9,14.7,550
102.372392112032,199,44.5,3.8,21.1,17.6,589
102.27436410403,192,46.7,3.7,20.3,17.5,537
101.910260074307,166,42.7,3.6,21.5,14.1,473
101.448128036582,133,43.1,3.3,21.5,12.1,364
101.238068019434,118,43.4,2.1,21.5,9.2,270
101.448128036582,133,45.5,2.3,20.8,10.6,368
101.378108030866,128,49.6,2.1,19.2,9,318
101.210060017148,116,51.6,1.9,18.3,7.5,244
101.238068019434,118,51.5,1.9,17.7,8,234
101.574164046871,142,51.5,2.3,17.2,9.1,296
101.168048013718,113,54.9,1.7,15.9,4.7,205
56.3260869565217,59,55.2,0.8,14,1.8,95
49.0566037735849,52,53,0.8,13.3,2.1,93
54.195652173913,57,55.5,0.8,11.9,1.8,100
55.2608695652174,58,54.6,0.8,11.4,1.8,100
41.5094339622642,44,53.7,0.6,10.4,1,63
24.5283018867925,26,51.3,0.3,9.8,0.7,36
18.8679245283019,20,52.2,0.3,9.5,0.4,24
16.0377358490566,17,45.7,0.2,10,0.2,20
19.811320754717,21,41.9,0.2,10.2,0.2,25
27.3584905660377,29,36.1,0.3,10.6,0.3,39
36.7924528301887,39,36,0.3,10.7,0.4,57
38.6792452830189,41,35.4,0.4,10.8,0.5,59
41.5094339622642,44,32.9,0.4,11.4,0.6,65
51,54,32,0.6,12.4,1.1,93
59.5217391304348,62,31.3,0.6,12.4,1.2,112
59.5217391304348,62,31.8,0.6,12.2,1.4,110
45.2830188679245,48,37.9,0.5,10.5,1.1,81
56.3260869565217,59,44.2,0.6,9.6,1.3,100
60.5869565217391,63,57.9,0.7,8.2,1.8,109
76.5652173913043,78,63.5,1.4,7.3,4.7,148
98.9347826086957,99,55.7,1.2,8.4,3,207
101.070020005716,106,49.6,1.1,9.1,3,210
96.804347826087,97,41.4,1,10,2.8,180
64.8478260869565,67,36.2,0.6,10.4,1.6,109
71.2391304347826,73,32.3,0.8,11.3,2.3,128
59.5217391304348,62,33.5,0.6,10.9,1.3,96
41.5094339622642,44,34.9,0.5,10.6,1.1,65
29.2452830188679,31,36.1,0.3,10.7,0.6,42
20.7547169811321,22,38.6,0.3,10.4,0.4,28
38.6792452830189,41,37.4,0.4,10.4,0.8,55
93.6086956521739,94,37,0.7,10.5,2,181
101.92426407545,167,37.9,2,10.7,8.7,480
101.854244069734,162,38.1,2.4,11.1,8.6,442
101.560160045727,141,36.6,1.8,12.6,6.8,361
101.364104029723,127,36.2,1.6,13.8,6.2,288
101.210060017148,116,37.1,1.7,13.4,6.4,330
101.04201200343,104,34.9,1.8,13.5,6.7,300
101.140040011432,111,32.2,1.7,13.7,6.2,239
101.182052014861,114,32.1,1.7,13.6,6.7,265
101.280080022864,121,31.8,1.7,13.5,7.8,287
101.882252072021,164,27.9,2.6,13.5,11.5,403
102.302372106316,194,28.9,4,12.7,16.7,515
102.036296084596,175,30.2,3.8,12.6,16.6,446
102.106316090312,180,32,4,12.3,16.3,501
101.644184052586,147,34.3,2.4,12,8.6,355
101.154044012575,112,37.3,1.4,11.6,5.4,217
93.6086956521739,94,40.3,1.3,11.3,4,180
90.4130434782609,91,41.8,1.3,11.3,3.9,167
74.4347826086957,76,42,1,11.2,2.8,126
71.2391304347826,73,42.6,0.8,11,2.2,113
30.188679245283,32,40.8,0.4,11.1,0.7,37
37.7358490566038,40,41.8,0.5,10.7,0.7,50
60.5869565217391,63,43.6,0.5,10.2,1.2,96
101.252072020577,119,44,0.9,10.1,3.3,271
102.414404115462,202,45.6,3.5,10.1,16.6,892
102.694484138325,222,43.9,5.2,11.3,26.3,1071
102.554444126893,212,33.8,4.3,14.5,16.4,839
102.652472134896,219,26.4,3.5,17.5,15.5,713
102.2323521006,189,22.4,2.6,17.2,10.7,498
101.644184052586,147,20.4,2.5,17.3,11.1,389
101.840240068591,161,21,2.8,18.1,11.7,457
101.65818805373,148,22.3,2.2,17.9,10.9,425
101.65818805373,148,23.7,2.4,17.6,11.4,483
102.218348099457,188,25.9,3.5,16.7,16.3,604
102.470420120034,206,29.6,4.2,14.8,18.5,648
101.938268076593,168,34,3.1,13.6,14.5,427
101.980280080023,171,40.4,3.2,13.4,15.8,461
101.980280080023,171,44.3,2.8,11.8,13.2,436
101.574164046871,142,47.5,2.2,10.7,7.8,300
101.462132037725,134,49.4,1.8,10.2,6.1,277
101.084024006859,107,51,1.7,9.5,5,196
101.280080022864,121,57.9,1.6,7.7,5.3,277
84.0217391304348,85,54.5,1.1,8.4,2.9,131
65.9130434782609,68,61,0.7,6.2,1.2,97
66.9782608695652,69,58.6,0.8,6.8,1.6,105
79.7608695652174,81,62.7,0.9,5.7,2,138
91.4782608695652,92,62,1.2,5.9,4,183
102.386396113175,200,61.7,3.3,6.3,15.4,664
102.400400114318,201,58.8,3.8,7.5,19,611
102.568448128037,213,45.4,3.2,11.4,14.6,600
102.204344098314,187,42.3,3.2,13.3,14.4,878
102.456416118891,205,38.9,4.2,14.7,19,905
102.554444126893,212,32.9,4.3,16.5,20.3,808
102.358388110889,198,32.7,4,17.4,19.5,858
101.980280080023,171,33.9,4.1,17.3,21,839
103.394684195484,272,41.5,7.8,16,35.9,1290
102.27436410403,192,52.8,10.2,13.7,47.7,748
103.618748213775,288,55.1,6.6,13,30.1,1148
103.142612174907,254,56.8,4.3,12.4,22,729
103.324664189768,267,62.1,4.9,10.7,19,810
102.358388110889,198,61.1,2.6,10.5,9.2,427
101.6161760503,145,62.5,2.3,9.7,7.1,274
101.92426407545,167,65.5,2.7,8.8,8.2,387
101.364104029723,127,63.8,2.2,8.8,5.1,235
101.252072020577,119,65,2,8.5,5.6,225
82.9565217391304,84,74,1.2,6.4,3.8,185
88.2826086956522,89,76.6,1.1,5.9,3.6,212
101.294084024007,122,76.7,1.4,6.1,6.6,358
101.854244069734,162,74.5,2.1,6.8,9.9,531
102.736496141755,225,72.5,4.5,7.7,21.5,992
103.072592169191,249,67.4,5.6,8.9,27.8,1132
103.534724206916,282,58.3,5.6,11.4,22.9,1195
103.478708202344,278,52.8,4.7,13.4,20.2,1120
103.100600171478,251,50.1,4.2,15.8,19.7,870
102.498428122321,208,50,3.6,18.3,13.8,570
102.204344098314,187,49.2,3.2,18.8,15.3,384
102.134324092598,182,49.6,3.1,18.4,15.9,381
102.554444126893,212,51,3.8,18.3,17.4,541
102.022292083452,174,53.1,3.9,17.6,17.6,484
102.666476136039,220,53.6,4.6,17.3,20.4,549
102.58245212918,214,55.2,4.9,16.8,22.6,596
102.554444126893,212,56.5,5.4,16.6,25.1,620
102.260360102887,191,58.1,4.3,16.3,17.2,542
101.826236067448,160,59,3.1,15.9,11.7,381
101.406116033152,130,59.4,2.5,15.9,9.2,270
101.448128036582,133,60.9,2.4,15.7,7.7,284
101.126036010289,110,59.5,1.9,16.1,5.6,204
62.7173913043478,65,63.8,1.3,15.5,3.3,93
38.6792452830189,41,64.4,1.1,14.7,2.1,51
33.9622641509434,36,59.8,0.9,14.7,1.3,45
42.4528301886792,45,55.9,1,15.4,1.6,68
97.8695652173913,98,63,1.6,14.5,5.3,198
102.302372106316,194,63.1,4.8,14.7,20.5,633
102.260360102887,191,62.2,5.9,15.2,22.7,548
102.288368105173,193,59.2,5.6,16.1,16.7,588
102.820520148614,231,55.9,3.5,17,13.8,612
102.414404115462,202,52.2,2.8,17.6,11.8,428
102.218348099457,188,55.4,3.6,17.3,15.2,463
102.162332094884,184,53.5,4.8,17.8,17.9,479
102.694484138325,222,52.3,5,18.3,14.8,469
102.680480137182,221,52.8,5.6,18.3,18.3,583
102.288368105173,193,56.6,7.5,17.7,24.4,760
102.204344098314,187,58.2,7.2,17.3,25,691
102.218348099457,188,62.6,8.3,16.2,29.8,832
102.176336096027,185,57.5,8.6,15.2,27.9,881
101.630180051443,146,27.7,4.3,14.2,6.5,390
101.26607602172,120,14.3,2.6,13.4,3.6,207
101.126036010289,110,14.8,2.6,12.8,4,204
101.280080022864,121,14,2.7,12.2,3.6,243
101.35010002858,126,14.5,2.7,12,4,264
101.224064018291,117,17,2.6,10.8,3.5,215
68.0434782608696,70,23.1,0.6,9,1.5,92
95.7391304347826,96,24.7,0.7,8.7,2.8,174
101.490140040011,136,39.4,1.2,6.9,6,294
102.064304086882,177,44.8,2,6.3,11.1,412
102.58245212918,214,43.2,2.8,7.2,15.3,573
102.988568162332,243,27.9,2.9,11.9,17.1,661
102.27436410403,192,17.9,2.2,14.8,10.3,555
101.672192054873,149,14.3,1.6,14.8,8.5,363
101.560160045727,141,15.5,1.5,14.7,10.4,302
101.504144041155,137,16.6,1.9,14.7,10.9,340
